transition_id,machine_id,object_family,state_field,machine_class,transition_kind,raw_transition,source_state_or_selector,source_ref_kind,event_code_or_null,target_state_or_selector,target_ref_kind,source_file,source_heading_or_logical_block,rationale
machine_evidence_graph_lifecycle_state_edge_002,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,explicit_event_edge,BUILDING --graph_complete--> BUILT,BUILDING,state,graph_complete,BUILT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L554[EvidenceGraph.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_graph_lifecycle_state_edge_003,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,explicit_event_edge,BUILT --retention_limitation--> LIMITED,BUILT,state,retention_limitation,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L555[EvidenceGraph.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_graph_lifecycle_state_edge_004,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,explicit_event_edge,BUILT --newer_graph--> SUPERSEDED,BUILT,state,newer_graph,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L556[EvidenceGraph.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_graph_lifecycle_state_prose_001,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,prose_rule,"decisive late data, amendment, authority correction, or supersession touching a current filing-critical target SHALL move the graph to `STALE` or `REBUILD_REQUIRED`;",,implicit_rule_context,,STALE; REBUILD_REQUIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1750[EvidenceGraph.lifecycle_state],Prose transition rule retained verbatim because the source section did not use explicit event-edge syntax.
machine_evidence_graph_lifecycle_state_prose_002,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,prose_rule,"a graph may return to `BUILT` only after target assessments, proof bundles, and integrity summary are recalculated;",,implicit_rule_context,,BUILT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1751[EvidenceGraph.lifecycle_state],Prose transition rule retained verbatim because the source section did not use explicit event-edge syntax.
machine_evidence_graph_lifecycle_state_prose_003,machine_evidence_graph_lifecycle_state,EvidenceGraph,lifecycle_state,lifecycle,prose_rule,`REBUILD_REQUIRED` SHALL block straight-through filing progression.,,implicit_rule_context,,REBUILD_REQUIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1752[EvidenceGraph.lifecycle_state],Prose transition rule retained verbatim because the source section did not use explicit event-edge syntax.
machine_evidence_item_lifecycle_state_edge_001,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,CAPTURED --extraction_complete--> EXTRACTED,CAPTURED,state,extraction_complete,EXTRACTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L336[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_002,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,EXTRACTED --lineage_bound--> LINKED,EXTRACTED,state,lineage_bound,LINKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L337[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_003,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,LINKED --accepted_as_support--> SUPPORTED,LINKED,state,accepted_as_support,SUPPORTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L338[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_004,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,SUPPORTED --challenge_raised--> CONTESTED,SUPPORTED,state,challenge_raised,CONTESTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L339[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_005,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,SUPPORTED --newer_better_evidence--> SUPERSEDED,SUPPORTED,state,newer_better_evidence,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L340[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_006,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,SUPPORTED --retention_limitation--> LIMITED,SUPPORTED,state,retention_limitation,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L341[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_evidence_item_lifecycle_state_edge_007,machine_evidence_item_lifecycle_state,EvidenceItem,lifecycle_state,lifecycle,explicit_event_edge,LIMITED --erasure_complete--> ERASED,LIMITED,state,erasure_complete,ERASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L342[EvidenceItem.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_001,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --epoch_advanced--> REBASED,LIVE,state,epoch_advanced,REBASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L174[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_002,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --history_compacted--> REBASED,LIVE,state,history_compacted,REBASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L175[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_003,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --shell_stability_changed--> REBASED,LIVE,state,shell_stability_changed,REBASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L176[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_004,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --route_context_changed--> REBASED,LIVE,state,route_context_changed,REBASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L177[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_005,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --session_revoked--> REVOKED,LIVE,state,session_revoked,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L178[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_006,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --session_binding_changed--> REVOKED,LIVE,state,session_binding_changed,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L179[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_007,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --access_binding_changed--> REVOKED,LIVE,state,access_binding_changed,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L180[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_008,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --masking_posture_changed--> REVOKED,LIVE,state,masking_posture_changed,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L181[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_009,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --schema_incompatible--> REVOKED,LIVE,state,schema_incompatible,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L182[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_010,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --client_closed--> CLOSED,LIVE,state,client_closed,CLOSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L183[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_011,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --ttl_elapsed--> EXPIRED,LIVE,state,ttl_elapsed,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L184[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_012,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --frame_epoch_advanced--> REBASED,LIVE,state,frame_epoch_advanced,REBASED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1317[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_013,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --session_closed--> CLOSED,LIVE,state,session_closed,CLOSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1318[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_014,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,LIVE --session_revoked_or_binding_invalidated--> REVOKED,LIVE,state,session_revoked_or_binding_invalidated,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1319[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_015,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,REBASED --snapshot_reissued--> LIVE,REBASED,state,snapshot_reissued,LIVE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1321[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_016,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,REBASED --session_closed--> CLOSED,REBASED,state,session_closed,CLOSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1322[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_017,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,REBASED --session_revoked_or_binding_invalidated--> REVOKED,REBASED,state,session_revoked_or_binding_invalidated,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1323[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_018,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,REBASED --ttl_elapsed--> EXPIRED,REBASED,state,ttl_elapsed,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1324[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_019,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,CLOSED --session_revoked_or_binding_invalidated--> REVOKED,CLOSED,state,session_revoked_or_binding_invalidated,REVOKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1325[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_020,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,CLOSED --ttl_elapsed--> EXPIRED,CLOSED,state,ttl_elapsed,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1326[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_experience_cursor_cursor_state_edge_021,machine_experience_cursor_cursor_state,ExperienceCursor,cursor_state,cursor,explicit_event_edge,REVOKED --ttl_elapsed--> EXPIRED,REVOKED,state,ttl_elapsed,EXPIRED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1327[ExperienceCursor.cursor_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_001,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,NOT_STARTED --first_manifest_created--> PREPARING,NOT_STARTED,state,first_manifest_created,PREPARING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1012[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_002,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,PREPARING --trust_ready_for_review--> READY_REVIEW,PREPARING,state,trust_ready_for_review,READY_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1013[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_003,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,READY_REVIEW --approval_complete--> READY_TO_SUBMIT,READY_REVIEW,state,approval_complete,READY_TO_SUBMIT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1014[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_004,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,READY_TO_SUBMIT --trust_invalidated--> READY_REVIEW,READY_TO_SUBMIT,state,trust_invalidated,READY_REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1015[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_005,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,READY_TO_SUBMIT --submission_started--> SUBMITTED_PENDING,READY_TO_SUBMIT,state,submission_started,SUBMITTED_PENDING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1016[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_006,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,SUBMITTED_PENDING --submission_confirmed--> FILED_CONFIRMED,SUBMITTED_PENDING,state,submission_confirmed,FILED_CONFIRMED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1017[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_007,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,SUBMITTED_PENDING --submission_unknown--> FILED_UNKNOWN,SUBMITTED_PENDING,state,submission_unknown,FILED_UNKNOWN,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1018[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_008,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,SUBMITTED_PENDING --submission_rejected--> REJECTED,SUBMITTED_PENDING,state,submission_rejected,REJECTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1019[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_009,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,FILED_UNKNOWN --late_authority_confirmation--> FILED_CONFIRMED,FILED_UNKNOWN,state,late_authority_confirmation,FILED_CONFIRMED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1020[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_010,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,FILED_UNKNOWN --late_authority_rejection--> REJECTED,FILED_UNKNOWN,state,late_authority_rejection,REJECTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1021[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_011,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,FILED_CONFIRMED --drift_or_authority_context_opens_amendment--> AMENDMENT_ELIGIBLE,FILED_CONFIRMED,state,drift_or_authority_context_opens_amendment,AMENDMENT_ELIGIBLE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1022[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_012,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,AMENDMENT_ELIGIBLE --amendment_begin--> AMENDMENT_IN_PROGRESS,AMENDMENT_ELIGIBLE,state,amendment_begin,AMENDMENT_IN_PROGRESS,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1023[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_013,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,AMENDMENT_IN_PROGRESS --amendment_confirmed--> AMENDED_CONFIRMED,AMENDMENT_IN_PROGRESS,state,amendment_confirmed,AMENDED_CONFIRMED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1024[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_case_lifecycle_state_edge_014,machine_filing_case_lifecycle_state,FilingCase,lifecycle_state,lifecycle,explicit_event_edge,AMENDED_CONFIRMED --closure_policy_met--> CLOSED,AMENDED_CONFIRMED,state,closure_policy_met,CLOSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1025[FilingCase.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_packet_lifecycle_state_edge_001,machine_filing_packet_lifecycle_state,FilingPacket,lifecycle_state,lifecycle,explicit_event_edge,DRAFT --packet_build_complete--> PREPARED,DRAFT,state,packet_build_complete,PREPARED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L827[FilingPacket.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_packet_lifecycle_state_edge_002,machine_filing_packet_lifecycle_state,FilingPacket,lifecycle_state,lifecycle,explicit_event_edge,PREPARED --approval_complete--> APPROVED_TO_SUBMIT,PREPARED,state,approval_complete,APPROVED_TO_SUBMIT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L828[FilingPacket.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_packet_lifecycle_state_edge_003,machine_filing_packet_lifecycle_state,FilingPacket,lifecycle_state,lifecycle,explicit_event_edge,APPROVED_TO_SUBMIT --submit_begin--> SUBMITTED,APPROVED_TO_SUBMIT,state,submit_begin,SUBMITTED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L829[FilingPacket.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_packet_lifecycle_state_edge_004,machine_filing_packet_lifecycle_state,FilingPacket,lifecycle_state,lifecycle,explicit_event_edge,PREPARED --packet_invalidated--> VOID,PREPARED,state,packet_invalidated,VOID,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L830[FilingPacket.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_filing_packet_lifecycle_state_edge_005,machine_filing_packet_lifecycle_state,FilingPacket,lifecycle_state,lifecycle,explicit_event_edge,PREPARED --rebuilt_under_new_manifest--> SUPERSEDED,PREPARED,state,rebuilt_under_new_manifest,SUPERSEDED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L831[FilingPacket.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_001,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,CALM --notice_detected--> NOTICE,CALM,state,notice_detected,NOTICE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1220[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_002,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,NOTICE --review_required--> REVIEW,NOTICE,state,review_required,REVIEW,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1221[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_003,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,NOTICE --blocking_issue_detected--> BLOCKED,NOTICE,state,blocking_issue_detected,BLOCKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1222[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_004,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,REVIEW --blocking_issue_detected--> BLOCKED,REVIEW,state,blocking_issue_detected,BLOCKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1223[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_005,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,WAITING --authority_resolves_or_worker_finishes--> CALM,WAITING,state,authority_resolves_or_worker_finishes,CALM,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1224[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_006,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,CALM --visibility_limit_changes_actionability--> LIMITED,CALM,state,visibility_limit_changes_actionability,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1225[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_007,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,NOTICE --visibility_limit_changes_actionability--> LIMITED,NOTICE,state,visibility_limit_changes_actionability,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1226[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_008,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,REVIEW --visibility_limit_changes_actionability--> LIMITED,REVIEW,state,visibility_limit_changes_actionability,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1227[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_009,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,WAITING --visibility_limit_changes_actionability--> LIMITED,WAITING,state,visibility_limit_changes_actionability,LIMITED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1228[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_attention_state_edge_010,machine_low_noise_experience_frame_attention_state,LowNoiseExperienceFrame,attention_state,classification_axis,explicit_event_edge,LIMITED --limit_cleared--> prior_non_limited_attention_state,LIMITED,state,limit_cleared,prior_non_limited_attention_state,selector_alias,Algorithm/state_machines.md,Algorithm/state_machines.md::L1229[LowNoiseExperienceFrame.attention_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_001,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,DEFAULT --user_opens_detail--> FOCUSED,DEFAULT,state,user_opens_detail,FOCUSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1230[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_002,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,FOCUSED --user_enters_compare--> COMPARE,FOCUSED,state,user_enters_compare,COMPARE,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1231[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_003,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,FOCUSED --user_enters_audit--> AUDIT,FOCUSED,state,user_enters_audit,AUDIT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1232[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_004,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,COMPARE --user_exits_compare--> FOCUSED,COMPARE,state,user_exits_compare,FOCUSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1233[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_005,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,AUDIT --user_exits_audit--> FOCUSED,AUDIT,state,user_exits_audit,FOCUSED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1234[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_low_noise_experience_frame_presentation_state_edge_006,machine_low_noise_experience_frame_presentation_state,LowNoiseExperienceFrame,presentation_state,classification_axis,explicit_event_edge,FOCUSED --user_closes_detail--> DEFAULT,FOCUSED,state,user_closes_detail,DEFAULT,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L1235[LowNoiseExperienceFrame.presentation_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_nightly_batch_run_lifecycle_state_edge_001,machine_nightly_batch_run_lifecycle_state,NightlyBatchRun,lifecycle_state,lifecycle,explicit_event_edge,ALLOCATED --selection_started--> SELECTING,ALLOCATED,state,selection_started,SELECTING,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L120[NightlyBatchRun.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
machine_nightly_batch_run_lifecycle_state_edge_002,machine_nightly_batch_run_lifecycle_state,NightlyBatchRun,lifecycle_state,lifecycle,explicit_event_edge,ALLOCATED --global_block--> BLOCKED,ALLOCATED,state,global_block,BLOCKED,state,Algorithm/state_machines.md,Algorithm/state_machines.md::L121[NightlyBatchRun.lifecycle_state],Explicit event-driven transition extracted from the canonical state-machine source.
