term_id,canonical_term,term_category,definition,authoritative_source_refs,machine_field_names,canonical_contract_names,allowed_aliases,prohibited_aliases,related_terms,visibility_or_audience_notes,drift_risk_level,notes,source_heading_or_logical_block
TERM_MANIFEST_BRANCH_DECISION,Manifest Branch Decision,lineage,"The immutable request-time branch proof that records which reuse/allocation action was legal (`NEW_MANIFEST`, `RETURN_EXISTING_BUNDLE`, `REUSE_SEALED_MANIFEST`, `REPLAY_CHILD`, `RECOVERY_CHILD`, `CONTINUATION_CHILD`, `NEW_REQUEST_CHILD`), the exact idempotent request identity, prior-manifest reuse evidence, the selected manifest's persisted continuation basis and lineage, and the config/input inheritance modes that justified child allocation.",Algorithm/glossary.md::L183[manifest-branch-decision] | Algorithm/manifest_branch_selection_contract.md | Algorithm/manifest_lineage_explorer_and_reuse_decision_tracer_contract.md,manifest_branch_decision | manifest_branch_decision_contract,ManifestBranchDecisionContract,Manifest Branch Decision | manifest_branch_decision,,TERM_CONTINUATION_BASIS | TERM_RUN_MANIFEST,,high,,"Shell, route, and collaboration terms"
TERM_MUTATION_PRECONDITION_BINDING,Mutation Precondition Binding,shell_route,"The explicit stale-write authorization profile attached to a mutation-capable affordance, command, durable receipt, or typed problem envelope. It names one command family, the exact guard fields that must be supplied together, the stale-guard families the backend may echo on rejection, and whether visibility-scope shifts invalidate the action outright.",Algorithm/collaboration_workspace_contract.md | Algorithm/data_model.md | Algorithm/frontend_shell_and_interaction_law.md | Algorithm/glossary.md::L162[mutation-precondition-binding] | Algorithm/northbound_api_and_session_contract.md,mutation_precondition_binding,MutationPreconditionBinding,Mutation Precondition Binding | mutation_precondition_binding,,,,high,,"Shell, route, and collaboration terms"
TERM_NATIVEOPERATORSECONDARYWINDOWSCENE,NativeOperatorSecondaryWindowScene,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/cross_device_continuity_and_restoration_contract.md | Algorithm/data_model.md | Algorithm/data_model.md::L1604[NativeOperatorSecondaryWindowScene] | Algorithm/frontend_shell_and_interaction_law.md,native_operator_secondary_window_scene,NativeOperatorSecondaryWindowScene,NativeOperatorSecondaryWindowScene,,,,high,,Shared Spine Vocabulary
TERM_NATIVEOPERATORWORKSPACESCENE,NativeOperatorWorkspaceScene,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/cross_device_continuity_and_restoration_contract.md | Algorithm/data_model.md | Algorithm/data_model.md::L1550[NativeOperatorWorkspaceScene] | Algorithm/empty_state_limitation_and_recovery_taxonomy_contract.md,native_operator_workspace_scene,NativeOperatorWorkspaceScene,NativeOperatorWorkspaceScene,,,,high,,Shared Spine Vocabulary
TERM_NATIVE_OPERATOR,NATIVE_OPERATOR,shell_route,Surface embodiment marker used for native operator delivery without inventing a new shell family.,Algorithm/README.md#shared-spine-vocabulary,surface_embodiment,,NATIVE_OPERATOR | Native Operator,,TERM_SHELL_FAMILY | TERM_SURFACE_EMBODIMENT,Embodiment marker only; it does not create a second shell family.,high,,Shared Spine Vocabulary
TERM_NIGHTLY_BATCH_IDENTITY_CONTRACT,Nightly Batch Identity Contract,release,"The shared FE-55 control packet bound into `NightlyBatchRun`. It freezes the structured scheduler dedupe tuple `{ tenant_id, nightly_window_key, trigger_class, release_verification_manifest_ref, policy_snapshot_hash, autopilot_policy_hash, scheduler_dedupe_key }` plus the same-window duplicate, cross-window continuity, and successor-reclaim policies so nightly batch identity never collapses into one opaque key.",Algorithm/glossary.md::L472[nightly-batch-identity-contract] | Algorithm/nightly_selection_disposition_and_batch_isolation_contract.md,identity_contract | nightly_batch_identity_contract,NightlyBatchIdentityContract | NightlyBatchRun | identity_contract,Nightly Batch Identity Contract | NightlyBatchIdentityContract | identity_contract,,TERM_SNAPSHOT | TERM_TENANT,,high,,"Shell, route, and collaboration terms"
TERM_NIGHTLY_PORTFOLIO_SIMULATION_BASIS_CONTRACT,Nightly Portfolio Simulation Basis Contract,release,"The shared FE-88 non-mutating what-if basis packet bound into `NightlyPortfolioWhatIfSimulation`. It freezes one exact nightly window, one exact source batch set, one exact covered `selection_entry_ref` partition, the baseline policy/release/schema/build identity, the modeled-only execution boundary hash, and the explicit counterfactual knobs so simulation cannot fall back to live queue reads or mixed release identities.",Algorithm/glossary.md::L487[nightly-portfolio-simulation-basis-contract],basis_contract | nightly_portfolio_simulation_basis_contract | selection_entry_ref,NightlyPortfolioSimulationBasisContract | NightlyPortfolioWhatIfSimulation | basis_contract,Nightly Portfolio Simulation Basis Contract | NightlyPortfolioSimulationBasisContract | basis_contract,,TERM_NIGHTLY_PORTFOLIO_WHAT_IF_SIMULATION,,high,,"Shell, route, and collaboration terms"
TERM_NIGHTLY_PORTFOLIO_WHAT_IF_SIMULATION,Nightly Portfolio What-If Simulation,release,"The FE-88 analysis artifact for comparing baseline nightly selection and morning-handoff posture against an alternate policy, capacity, retry, release, or authority scenario. It remains `execution_mode = ANALYSIS`, never mutates live manifests or queues, and carries `entry_diffs[]` / `highlight_diffs[]` with reason-code explanations for every changed bucket, rank, or highlight outcome.",Algorithm/data_model.md | Algorithm/data_model.md::L525[NightlyPortfolioWhatIfSimulation] | Algorithm/glossary.md::L493[nightly-portfolio-what-if-simulation] | Algorithm/modules.md | Algorithm/nightly_autopilot_contract.md,entry_diffs[] | highlight_diffs[] | nightly_portfolio_what_if_simulation,NightlyPortfolioWhatIfSimulation,Nightly Portfolio What-If Simulation | NightlyPortfolioWhatIfSimulation,,TERM_AUTHORITY | TERM_AUTHORITY_OF_RECORD | TERM_EXECUTION_MODE_ANALYSIS | TERM_VISIBILITY_BOUNDARY_CLASSES,Authority-facing terminology must preserve external authority-of-record semantics.,high,,"Shell, route, and collaboration terms"
TERM_OBJECT_ANCHOR_REF,Object Anchor Ref,shell_route,"The durable object identity that a route-stable shell is mounted around. It keeps reload, reconnect, rebase, deep-link recovery, and native-scene restoration bound to the same governing object instead of remounting a different product metaphor for the same truth.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L122[object-anchor-ref],object_anchor_ref,,Object Anchor Ref | object_anchor_ref,,TERM_ROUTE_CONTEXT | TERM_SHELL_FAMILY | TERM_VIEW_GUARD_REF | TERM_WORKSPACE_VERSION,Shared-spine route identity field. Preserve exact cross-surface meaning.,high,,"Shell, route, and collaboration terms"
TERM_OPERATOR_DIGEST_DERIVATION_CONTRACT,Operator Digest Derivation Contract,shell_route,"The shared FE-56 morning-handoff packet bound into `OperatorMorningDigest` and mirrored from `NightlyBatchRun` publication state. It freezes the single nightly window basis, source batch set hash, persisted outcome counts, published workflow outcome counts, workflow/notification publication completion timestamps, one passed publication QA proof over exact outcome, queue, highlight, workflow, notification, waiting-on-authority, and late-data partitions, deterministic highlight ranking profile, and monotonic supersession lineage so the morning digest is derived from persisted truth rather than queue side effects or notification timing races.",Algorithm/data_model.md | Algorithm/glossary.md::L478[operator-digest-derivation-contract] | Algorithm/nightly_autopilot_contract.md,derivation_contract | operator_digest_derivation_contract,NightlyBatchRun | OperatorDigestDerivationContract | OperatorMorningDigest | derivation_contract,Operator Digest Derivation Contract | OperatorDigestDerivationContract | derivation_contract,,TERM_AUTHORITY,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_OPERATOR_INTERACTION_LAYER,Operator Interaction Layer,shell_route,"The shared interaction contract for calm-shell, staff workspace, inbox, and native operator scenes. It freezes mounted-content preservation, inline refresh and rebase behavior, notification mounting, preview embodiment, current-vs-history presentation, selector grammar, and low-noise motion across browser and native staff/operator surfaces.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/collaboration_workspace_contract.md | Algorithm/cross_shell_design_token_and_interaction_layer_foundation_contract.md | Algorithm/data_model.md | Algorithm/data_model.md::L1855[OperatorInteractionLayer] | Algorithm/glossary.md::L375[operator-interaction-layer],operator_interaction_layer,OperatorInteractionLayer,Operator Interaction Layer | OperatorInteractionLayer,,TERM_CALM_SHELL | TERM_NATIVE_OPERATOR,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_OUTSIDE_THE_CORE_ENGINE_BUT_INSIDE_THE_BROADER_PRODUCT,Outside the Core Engine but Inside the Broader Product,core_engine,Functionality outside the engine proper but still inside the broader product boundary; it must not be mistaken for canonical engine behavior.,Algorithm/invention_and_system_boundary.md#2-system-boundary-what-happens-inside-the-engine-and-what-stays-outside,,,,,,,low,,2) System boundary
TERM_OUTSIDE_THE_ENGINE_ALTOGETHER,Outside the Engine Altogether,core_engine,Activities that remain outside the engine altogether and must not be silently absorbed into engine semantics.,Algorithm/invention_and_system_boundary.md#2-system-boundary-what-happens-inside-the-engine-and-what-stays-outside,,,,,,,low,,2) System boundary
TERM_OVERRIDE,Override,core_engine,"A human-approved exception that changes a gate decision or interpretation, always with scope, rationale, and expiry.",Algorithm/data_model.md::L551[Override] | Algorithm/glossary.md::L38[override] | Algorithm/state_machines.md#6-15-override-lifecycle-state,override,Override,Override,,TERM_FAILURE_RESOLUTION_CONTRACT | TERM_GATE | TERM_STATE_TRANSITION_CONTRACT,,high,,Core engine terms
TERM_PARITY,Parity,authority,A measured difference between internal computed figures and authority-provided figures or prior submissions.,Algorithm/actor_and_authority_model.md | Algorithm/compute_parity_and_trust_formulas.md | Algorithm/compute_parity_and_trust_formulas.md#compute-parity-and-trust-formulas | Algorithm/data_model.md::L1052[ParityResult] | Algorithm/glossary.md::L44[parity],parity | parity_result,ParityResult,Parity,,TERM_AUTHORITY | TERM_AUTHORITY_OF_RECORD | TERM_VISIBILITY_BOUNDARY_CLASSES,Authority-facing terminology must preserve external authority-of-record semantics.,high,,Core engine terms
TERM_PATH_RANKING_BASIS,Path Ranking Basis,evidence,"The machine-readable explanation of why one candidate provenance path was chosen as primary over alternatives, including confidence, limitation, retention, and tie-break factors.",Algorithm/glossary.md::L96[path-ranking-basis],path_ranking_basis[],,Path Ranking Basis,,TERM_ACTOR,,high,,Provenance and explanation terms
TERM_PERIOD,Period,observability,"A time scope for obligations (tax year, quarter, or other statutory period).",Algorithm/glossary.md::L18[period],,,Period,,,,medium,,Core engine terms
TERM_PORTAL_INTERACTION_LAYER,Portal Interaction Layer,shell_route,"The shared interaction contract for client-visible portal routes and list/detail projections. It freezes task-first spacing, literal status language, semantic selector grammar, same-shell contextual return, current-first artifact presentation, responsive stack behavior, and subtle motion without making each portal route invent its own local interaction rules.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/collaboration_workspace_contract.md | Algorithm/cross_shell_design_token_and_interaction_layer_foundation_contract.md | Algorithm/customer_client_portal_experience_contract.md | Algorithm/data_model.md | Algorithm/glossary.md::L369[portal-interaction-layer],portal_interaction_layer,PortalInteractionLayer,Portal Interaction Layer | PortalInteractionLayer,,TERM_CLIENT,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_PORTAL_LANGUAGE_CONTRACT,Portal Language Contract,portal,"The shared FE-71 portal wording packet bound into `ClientPortalWorkspace`, `CustomerRequestListSnapshot`, customer-visible request detail, `ClientDocumentRequest`, `ClientApprovalPack`, `ClientOnboardingJourney`, and `ClientTimelineEvent`. It freezes literal client-safe task language, the one-dominant-question and one-dominant-action rule, explicit due/current/history/settlement grammar, banned internal vocabulary families, bounded field budgets, and the per-route first-view copy budgets that keep `HOME`, `DOCUMENTS`, `APPROVALS`, `ONBOARDING`, `HELP`, and contextual request detail calm and non-duplicative.",Algorithm/customer_client_portal_experience_contract.md | Algorithm/frontend_shell_and_interaction_law.md | Algorithm/glossary.md::L423[portal-language-contract] | Algorithm/modules.md,language_contract | portal_language_contract,APPROVALS | ClientApprovalPack | ClientDocumentRequest | ClientOnboardingJourney | ClientPortalWorkspace | ClientTimelineEvent | CustomerRequestListSnapshot | DOCUMENTS | HELP | HOME | ONBOARDING | PortalLanguageContract | language_contract,Portal Language Contract | PortalLanguageContract | language_contract,,TERM_CLIENT | TERM_CLIENTPORTALWORKSPACE | TERM_CUSTOMERREQUESTLISTSNAPSHOT | TERM_DOMINANT_QUESTION | TERM_SNAPSHOT | TERM_VISIBILITY_BOUNDARY_CLASSES,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,medium,,"Shell, route, and collaboration terms"
TERM_PRE_SEAL_GATE_EVALUATION,Pre-Seal Gate Evaluation,shell_route,"The immutable manifest-owned witness for the canonical pre-seal gate chain. It binds one frozen `execution_basis_hash`, the exact required gate order, the ordered pre-seal `gate_decision_id` prefix, the blocked-versus-ready disposition, and the rule that same-manifest retry must reuse that tape while later post-seal gates may only append after it.",Algorithm/data_model.md | Algorithm/glossary.md::L177[pre-seal-gate-evaluation] | Algorithm/manifest_and_config_freeze_contract.md | Algorithm/modules.md | Algorithm/state_machines.md,execution_basis_hash | gate_decision_id | preseal_gate_evaluation | preseal_gate_evaluation_contract,PresealGateEvaluationContract,Pre-Seal Gate Evaluation | preseal_gate_evaluation,,TERM_GATE,,high,,"Shell, route, and collaboration terms"
TERM_PRIMARY_PATH,Primary Path,evidence,"The deterministically selected critical provenance path that the engine returns first when explaining a filing-critical figure, parity issue, trust block, legal-state change, or amendment conclusion.",Algorithm/glossary.md::L92[primary-path],primary_path_ref,,Primary Path | primary_path_ref,,TERM_PARITY,,high,,Provenance and explanation terms
TERM_PRINCIPAL,Principal,authority,The authenticated actor (human or service) initiating an operation.,Algorithm/actor_and_authority_model.md#3-2-core-concepts | Algorithm/glossary.md::L12[principal],,Principal,Principal,,TERM_ACTOR,,high,,Core engine terms
TERM_PRINCIPALACCESSVIEW,PrincipalAccessView,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/admin_governance_console_architecture.md | Algorithm/data_model.md | Algorithm/data_model.md::L1991[PrincipalAccessView] | Algorithm/frontend_shell_and_interaction_law.md,principal_access_view,PrincipalAccessView,PrincipalAccessView,,,,high,,Shared Spine Vocabulary
TERM_PROBABILISTIC_INFERENCE,PROBABILISTIC_INFERENCE,evidence,A machine-produced but non-certain linkage or imputation.,Algorithm/canonical_source_and_evidence_taxonomy.md#4-3-source-classes-by-origin,,PROBABILISTIC_INFERENCE,PROBABILISTIC_INFERENCE | Probabilistic Inference,,,,high,,4.3 Source classes by origin
TERM_PROOF_CLOSURE_CONTRACT,Proof Closure Contract,evidence,"The frozen machine-readable statement of whether support closure, authority closure, contradiction isolation, replay closure, decisive-anchor presence, silent-limitation ambiguity, and staleness invalidation currently permit a filing-capable target or proof bundle to remain `CLOSED`.",Algorithm/data_model.md | Algorithm/glossary.md::L100[proof-closure-contract] | Algorithm/modules.md | Algorithm/provenance_graph_semantics.md,proof_closure_contract,CLOSED | ProofClosureContract | proof_closure_contract,Proof Closure Contract | ProofClosureContract | proof_closure_contract,,TERM_AUTHORITY | TERM_AUTHORITY_OF_RECORD | TERM_VISIBILITY_BOUNDARY_CLASSES,Authority-facing terminology must preserve external authority-of-record semantics.,high,,Provenance and explanation terms
TERM_PUBLICATION_GENERATION,Publication Generation,shell_route,"The monotonic route-visible generation number for the currently published shell or workspace posture. It advances whenever displayed truth or mutation safety changes materially, even when the mounted shell family remains the same.",Algorithm/glossary.md::L319[publication-generation],publication_generation,,Publication Generation | publication_generation,,TERM_SHELL_FAMILY,,high,,"Shell, route, and collaboration terms"
TERM_RECORDED_AT,Recorded At,observability,"The durable append time assigned when the engine commits an audit event. It is distinct from semantic `event_time`, which may come from an external authority, provider, or client clock.",Algorithm/glossary.md::L79[recorded-at],event_time | recorded_at,,Recorded At | recorded_at,,TERM_AUTHORITY | TERM_CLIENT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,medium,,Audit ordering and integrity terms
TERM_RECOVERY_POSTURE,Recovery Posture,shell_route,"The typed inline recovery mode for a mounted object after stale-view rejection, reconnect, access rebinding, supersession, or similar route-preserving disruption. It decorates the current shell; it does not authorize remounting the same object into a different shell grammar.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L153[recovery-posture],recovery_posture,,Recovery Posture | recovery_posture,,,Shared-spine route identity field. Preserve exact cross-surface meaning.,high,,"Shell, route, and collaboration terms"
TERM_REPLAY_BASIS_INTEGRITY_CONTRACT,Replay Basis Integrity Contract,lineage,"The immutable replay-attestation proof of historical-basis provenance. It records whether config, input, pre-seal tape, authority post-seal basis, and late-data post-seal basis were historically reused, declared-counterfactual, missing, or corrupt; whether any live connector reads, live authority reads, or late-data rescans executed; which substitutions were declared or undeclared; and whether deterministic outcome hashing stayed limited to persisted or transactionally staged material.",Algorithm/glossary.md::L245[replay-basis-integrity-contract] | Algorithm/late_data_authority_correction_and_replay_propagation_contract.md,basis_integrity_contract | replay_basis_integrity_contract,ReplayBasisIntegrityContract | basis_integrity_contract,Replay Basis Integrity Contract | ReplayBasisIntegrityContract | basis_integrity_contract,,TERM_AUTHORITY | TERM_AUTHORITY_OF_RECORD | TERM_CONNECTOR | TERM_HISTORICAL_POST_SEAL_BASIS | TERM_VISIBILITY_BOUNDARY_CLASSES,Authority-facing terminology must preserve external authority-of-record semantics.,high,,"Shell, route, and collaboration terms"
TERM_REPORTING_SUBJECT,Reporting Subject,authority,"The legal person or entity for whom the reporting outcome exists. In the current tax embodiment, this is the client/taxpayer.",Algorithm/actor_and_authority_model.md#3-2-core-concepts,,ReportingSubject,Reporting Subject,,TERM_CLIENT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,high,,3.2 Core concepts
TERM_RETENTIONGOVERNANCEFRAME,RetentionGovernanceFrame,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/admin_governance_console_architecture.md | Algorithm/data_model.md | Algorithm/data_model.md::L2105[RetentionGovernanceFrame] | Algorithm/invention_and_system_boundary.md,retention_governance_frame,RetentionGovernanceFrame,RetentionGovernanceFrame,,,,high,,Shared Spine Vocabulary
TERM_RETENTION_TAG,Retention Tag,governance,Metadata describing the retention class and expiration rules for an artifact.,Algorithm/admin_governance_console_architecture.md | Algorithm/admin_governance_console_architecture.md#f-retentiontag-and-artifactretention | Algorithm/data_model.md::L2604[RetentionTag] | Algorithm/glossary.md::L50[retention-tag] | Algorithm/modules.md#retention-tag,retention_tag,RetentionTag,Retention Tag,,,,high,,Core engine terms
TERM_ROLETEMPLATEMATRIX,RoleTemplateMatrix,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/admin_governance_console_architecture.md | Algorithm/data_model.md | Algorithm/data_model.md::L2018[RoleTemplateMatrix] | Algorithm/invention_and_system_boundary.md,role_template_matrix,RoleTemplateMatrix,RoleTemplateMatrix,,,,high,,Shared Spine Vocabulary
TERM_ROUTE_CONTEXT,Route Context,shell_route,"The explicit route-ownership envelope for a mounted detail surface. It carries the active route ref, mounted module, live focus anchor, lawful parent return target, and predeclared fallback target so browser back, notification-open, refresh recovery, and responsive collapse do not depend on history-stack guesswork or shell-local cache state.",Algorithm/glossary.md::L127[route-context],route_context,,Route Context | route_context,,TERM_OBJECT_ANCHOR_REF | TERM_SHELL_FAMILY | TERM_VIEW_GUARD_REF | TERM_WORKSPACE_VERSION,,high,,"Shell, route, and collaboration terms"
TERM_ROUTE_STABILITY_CONTRACT,Route Stability Contract,shell_route,"The grouped read-side marker contract that publishes one `publication_generation`, one `guard_vector_hash`, the exact component markers that formed that hash, and the current resume capability for a route. Snapshots, stream events, stale failures, and native restoration SHALL all serialize the same contract for the same current route generation rather than loosely correlated marker fields.",Algorithm/customer_client_portal_experience_contract.md#5-route-stability-across-devices | Algorithm/data_model.md | Algorithm/glossary.md::L313[route-stability-contract] | Algorithm/state_machines.md | Algorithm/state_machines.md#c-routestabilitycontract-publication-rules,guard_vector_hash | publication_generation | route_stability_contract | stability_contract,RouteStabilityContract | stability_contract,Route Stability Contract | RouteStabilityContract | stability_contract,,TERM_GUARD_VECTOR_HASH | TERM_PUBLICATION_GENERATION | TERM_SNAPSHOT,,high,,"Shell, route, and collaboration terms"
TERM_RUN_MANIFEST,Run Manifest,lineage,"The hash-bound execution control object for a run, capturing inputs, versions, policies, code build, timestamps, and produced artifacts; its lifecycle and outcome projections may advance only through named transitions and audited updates.",Algorithm/actor_and_authority_model.md | Algorithm/authority_interaction_protocol.md | Algorithm/data_model.md::L1091[RunManifest] | Algorithm/glossary.md::L31[run-manifest] | Algorithm/manifest_and_config_freeze_contract.md#5-3-runmanifest-required-field-groups,run_manifest,RunManifest,Run Manifest,execution envelope | just manifest,TERM_CONTINUATION_BASIS | TERM_MANIFEST_BRANCH_DECISION,,high,,Core engine terms
TERM_SCHEMA_READER_WINDOW_CONTRACT,Schema Reader Window Contract,release,"The shared FE-47 schema-evolution compatibility packet bound into schema bundles, manifests, nightly batches, migration ledgers, deployment releases, verification evidence, restore drills, and release verification manifests. It freezes the active writer bundle, the supported reader bundle set, the protected historical bundle set, the open-vs-closed window state, and the policies for historical manifest continuity, destructive contract timing, rollback safety, fail-forward posture, and replay/restore readability.",Algorithm/data_model.md | Algorithm/data_model.md::L1003[SchemaReaderWindowContract] | Algorithm/deployment_and_resilience_contract.md | Algorithm/glossary.md::L455[schema-reader-window-contract] | Algorithm/modules.md,schema_reader_window_contract,SchemaReaderWindowContract | schema_reader_window_contract,Schema Reader Window Contract | SchemaReaderWindowContract | schema_reader_window_contract,,,,high,,"Shell, route, and collaboration terms"
TERM_SCOPE_EXECUTION_BINDING,Scope Execution Binding,lineage,"The authoritative raw-versus-executable scope contract published after authorization. It freezes requested scope grammar, executable runtime scope, explicit requested and executable scope families, executable partition coverage, reduction posture, mutation atomicity, and the bound `access_binding_hash` so gates, workers, authority operations, and read models share one scope meaning instead of re-deriving it locally.",Algorithm/authority_interaction_protocol.md | Algorithm/data_model.md | Algorithm/glossary.md::L60[scope-execution-binding] | Algorithm/manifest_and_config_freeze_contract.md | Algorithm/modules.md#materialize-scope-execution-binding,access_binding_hash | scope_execution_binding,ScopeExecutionBinding,Scope Execution Binding | scope_execution_binding,,TERM_ACCESS_BINDING | TERM_ACCESS_BINDING_HASH | TERM_AUTHORITY | TERM_AUTHORITY_OF_RECORD | TERM_GATE | TERM_VISIBILITY_BOUNDARY_CLASSES,Authority-facing terminology must preserve external authority-of-record semantics.,high,,Execution lineage and identity terms
TERM_SETTLEMENT_STATE,Settlement State,shell_route,"The route-visible settlement posture for a mounted shell or workspace. It distinguishes steady state from receipt-pending, freshening, stale-review, degraded, or recovery-required posture without forcing clients to infer those states from loaders or badges.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L149[settlement-state],settlement_state,,Settlement State | settlement_state,,TERM_CLIENT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,high,,"Shell, route, and collaboration terms"
TERM_SHELL_FAMILY,Shell Family,shell_route,"The canonical owning shell classification for a route-visible read model. When serialized, this vocabulary is closed to `{CALM_SHELL, CLIENT_PORTAL_SHELL, GOVERNANCE_DENSITY_SHELL}` so browser, native, automation, portal, and governance clients all preserve same-object, same-shell behavior.",Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L112[shell-family],shell_family,,Shell Family | shell_family,,TERM_CALM_SHELL | TERM_CLIENT | TERM_CLIENT_PORTAL_SHELL | TERM_GOVERNANCE_DENSITY_SHELL | TERM_OBJECT_ANCHOR_REF | TERM_ROUTE_CONTEXT | TERM_VIEW_GUARD_REF | TERM_WORKSPACE_VERSION,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_SHELL_STABILITY_TOKEN,Shell Stability Token,shell_route,The reconnect-safe token that represents the current shell hierarchy and object-permanence baseline. Clients use it for stale-view detection and non-destructive refresh without inventing their own hierarchy comparison rules.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L360[shell-stability-token],shell_stability_token,,Shell Stability Token | shell_stability_token,,TERM_CLIENT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,high,,"Shell, route, and collaboration terms"
TERM_SNAPSHOT,Snapshot,collaboration,"An immutable set of canonical facts + metadata for a given `(tenant, client, period, scope)`.",Algorithm/collaboration_workspace_contract.md#12-8-customer-visible-workspace-snapshot-never-serializes-hidden-staff-context | Algorithm/collaboration_workspace_contract.md#customerrequestlistsnapshot | Algorithm/collaboration_workspace_contract.md#workinboxsnapshot | Algorithm/collaboration_workspace_contract.md#workspacesnapshot | Algorithm/glossary.md::L28[snapshot],snapshot,Snapshot,Snapshot,,TERM_CANONICAL_FACT | TERM_CLIENT | TERM_PERIOD | TERM_TENANT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,medium,,Core engine terms
TERM_SOURCE_RECORD,Source Record,evidence,"The raw, provider-specific or user-originated payload exactly as received or captured.",Algorithm/amendment_and_drift_semantics.md | Algorithm/canonical_source_and_evidence_taxonomy.md | Algorithm/canonical_source_and_evidence_taxonomy.md#4-2-core-objects | Algorithm/canonical_source_and_evidence_taxonomy.md#canonical-source-and-evidence-taxonomy | Algorithm/data_model.md::L2281[SourceRecord],source | source_record,SourceRecord,Source Record | SourceRecord,,TERM_CANDIDATE_FACT | TERM_CANONICAL_FACT | TERM_DERIVED_VALUE | TERM_EVIDENCE_ITEM,,high,,4.2 Core objects
TERM_STATE_TRANSITION_CONTRACT,State Transition Contract,release,"The shared FE-46 named-transition governance packet bound into mutable backend control objects such as `RunManifest`, `NightlyBatchRun`, `WorkflowItem`, `FilingPacket`, `SubmissionRecord`, `FilingCase`, `DeploymentRelease`, `SchemaMigrationLedger`, `RecoveryCheckpoint`, and `ReleaseVerificationManifest`. It freezes the object family, machine code, authoritative state field, current and previous state, one named `transition_event_code`, one `transition_audit_ref`, and the fail-closed policies that require named events, typed illegal-transition rejection, concurrency guards, and successor-lineage allocation instead of terminal-state reentry in place.",Algorithm/data_model.md | Algorithm/data_model.md::L993[StateTransitionContract] | Algorithm/glossary.md::L446[state-transition-contract] | Algorithm/invariant_enforcement_and_fail_closed_contract.md | Algorithm/modules.md,state_transition_contract | transition_audit_ref | transition_event_code,DeploymentRelease | FilingCase | FilingPacket | NightlyBatchRun | RecoveryCheckpoint | ReleaseVerificationManifest | RunManifest | SchemaMigrationLedger | StateTransitionContract | SubmissionRecord | WorkflowItem | state_transition_contract,State Transition Contract | StateTransitionContract | state_transition_contract,,TERM_FAILURE_RESOLUTION_CONTRACT | TERM_GATE | TERM_OVERRIDE | TERM_RUN_MANIFEST | TERM_WORK_ITEM_WORKFLOW_ITEM,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_STREAM_SEQUENCE,Stream Sequence,observability,"The monotonic sequence number within one `audit_stream_ref`. Canonical audit order is derived from `audit_stream_ref` plus `stream_sequence`, not from wall clock timestamps alone.",Algorithm/glossary.md::L86[stream-sequence],audit_stream_ref | stream_sequence,,Stream Sequence | stream_sequence,,TERM_AUDIT_STREAM,,medium,,Audit ordering and integrity terms
